"","X1","X14","X4"
"5970",103,2511,7
"5978",103,2827,9
"5990",103,2932,8
"6003",103,3065,10
"6035",103,3908,9
"10560",209,226,4
"10569",209,274,7
"10578",209,312,8
"10582",209,331,7
"10586",209,354,8
"10600",209,427,8
"10604",209,455,6
"10608",209,476,6
"10613",209,502,9
"10621",209,544,8
"10626",209,579,6
"10634",209,637,7
"10655",209,781,9
"10663",209,844,9
"10667",209,910,8
"10671",209,951,6
"10683",209,1104,7
"10704",209,1486,9
"10708",209,1555,7
"10712",209,1620,7
"10716",209,1718,9
"10720",209,1763,7
"10735",209,1923,8
"10739",209,1966,12
"10745",209,2024,9
"10749",209,2091,9
"10753",209,2141,6
"10758",209,2196,6
"10762",209,2266,6
"10766",209,2327,6
"10770",209,2381,6
"10778",209,2511,8
"10786",209,2827,10
"10798",209,2932,9
"10811",209,3065,9
"10843",209,3908,8
"11731",226,274,7
"11740",226,312,8
"11744",226,331,7
"11748",226,354,4
"11762",226,427,6
"11766",226,455,6
"11770",226,476,8
"11775",226,502,7
"11783",226,544,6
"11788",226,579,6
"11796",226,637,9
"11817",226,781,11
"11825",226,844,9
"11829",226,910,6
"11833",226,951,6
"11845",226,1104,9
"11866",226,1486,7
"11870",226,1555,9
"11874",226,1620,9
"11878",226,1718,7
"11882",226,1763,5
"11897",226,1923,8
"11901",226,1966,8
"11907",226,2024,7
"11911",226,2091,7
"11915",226,2141,10
"11920",226,2196,8
"11924",226,2266,6
"11928",226,2327,8
"11932",226,2381,8
"11940",226,2511,8
"11948",226,2827,10
"11960",226,2932,9
"11973",226,3065,11
"12005",226,3908,8
"14296",274,312,5
"14300",274,331,4
"14304",274,354,5
"14318",274,427,7
"14322",274,455,7
"14326",274,476,7
"14331",274,502,6
"14339",274,544,7
"14344",274,579,7
"14352",274,637,8
"14373",274,781,8
"14381",274,844,8
"14385",274,910,7
"14389",274,951,7
"14401",274,1104,6
"14422",274,1486,8
"14426",274,1555,6
"14430",274,1620,8
"14434",274,1718,8
"14438",274,1763,10
"14453",274,1923,7
"14457",274,1966,9
"14463",274,2024,8
"14467",274,2091,6
"14471",274,2141,9
"14476",274,2196,7
"14480",274,2266,7
"14484",274,2327,5
"14488",274,2381,9
"14496",274,2511,11
"14504",274,2827,7
"14516",274,2932,6
"14529",274,3065,10
"14561",274,3908,9
"16775",312,331,7
"16779",312,354,4
"16793",312,427,4
"16797",312,455,8
"16801",312,476,6
"16806",312,502,7
"16814",312,544,6
"16819",312,579,10
"16827",312,637,7
"16848",312,781,7
"16856",312,844,9
"16860",312,910,8
"16864",312,951,8
"16876",312,1104,7
"16897",312,1486,9
"16901",312,1555,11
"16905",312,1620,9
"16909",312,1718,11
"16913",312,1763,13
"16928",312,1923,10
"16932",312,1966,6
"16938",312,2024,7
"16942",312,2091,7
"16946",312,2141,6
"16951",312,2196,6
"16955",312,2266,8
"16959",312,2327,8
"16963",312,2381,8
"16971",312,2511,10
"16979",312,2827,6
"16991",312,2932,7
"17004",312,3065,7
"17036",312,3908,10
"17853",331,354,5
"17867",331,427,5
"17871",331,455,5
"17875",331,476,7
"17880",331,502,8
"17888",331,544,9
"17893",331,579,5
"17901",331,637,6
"17922",331,781,6
"17930",331,844,6
"17934",331,910,7
"17938",331,951,9
"17950",331,1104,8
"17971",331,1486,6
"17975",331,1555,8
"17979",331,1620,10
"17983",331,1718,12
"17987",331,1763,8
"18002",331,1923,7
"18006",331,1966,9
"18012",331,2024,6
"18016",331,2091,4
"18020",331,2141,7
"18025",331,2196,11
"18029",331,2266,7
"18033",331,2327,7
"18037",331,2381,5
"18045",331,2511,7
"18053",331,2827,5
"18065",331,2932,8
"18078",331,3065,8
"18110",331,3908,9
"18925",354,427,4
"18929",354,455,4
"18933",354,476,8
"18938",354,502,5
"18946",354,544,6
"18951",354,579,6
"18959",354,637,9
"18980",354,781,9
"18988",354,844,9
"18992",354,910,8
"18996",354,951,8
"19008",354,1104,7
"19029",354,1486,7
"19033",354,1555,11
"19037",354,1620,9
"19041",354,1718,11
"19045",354,1763,9
"19060",354,1923,8
"19064",354,1966,6
"19070",354,2024,7
"19074",354,2091,7
"19078",354,2141,8
"19083",354,2196,8
"19087",354,2266,8
"19091",354,2327,8
"19095",354,2381,8
"19103",354,2511,8
"19111",354,2827,6
"19123",354,2932,7
"19136",354,3065,9
"19168",354,3908,8
"22506",427,455,4
"22510",427,476,8
"22515",427,502,7
"22523",427,544,8
"22528",427,579,8
"22536",427,637,9
"22557",427,781,7
"22565",427,844,11
"22569",427,910,6
"22573",427,951,6
"22585",427,1104,11
"22606",427,1486,7
"22610",427,1555,11
"22614",427,1620,13
"22618",427,1718,11
"22622",427,1763,9
"22637",427,1923,6
"22641",427,1966,4
"22647",427,2024,7
"22651",427,2091,5
"22655",427,2141,8
"22660",427,2196,8
"22664",427,2266,8
"22668",427,2327,8
"22672",427,2381,8
"22680",427,2511,6
"22688",427,2827,4
"22700",427,2932,11
"22713",427,3065,7
"22745",427,3908,12
"23496",455,476,6
"23501",455,502,5
"23509",455,544,10
"23514",455,579,6
"23522",455,637,9
"23543",455,781,7
"23551",455,844,9
"23555",455,910,6
"23559",455,951,6
"23571",455,1104,9
"23592",455,1486,5
"23596",455,1555,11
"23600",455,1620,9
"23604",455,1718,11
"23608",455,1763,9
"23623",455,1923,6
"23627",455,1966,6
"23633",455,2024,9
"23637",455,2091,9
"23641",455,2141,6
"23646",455,2196,6
"23650",455,2266,8
"23654",455,2327,6
"23658",455,2381,6
"23666",455,2511,4
"23674",455,2827,6
"23686",455,2932,9
"23699",455,3065,9
"23731",455,3908,8
"24471",476,502,5
"24479",476,544,8
"24484",476,579,8
"24492",476,637,7
"24513",476,781,9
"24521",476,844,5
"24525",476,910,6
"24529",476,951,8
"24541",476,1104,7
"24562",476,1486,7
"24566",476,1555,11
"24570",476,1620,9
"24574",476,1718,9
"24578",476,1763,11
"24593",476,1923,8
"24597",476,1966,8
"24603",476,2024,7
"24607",476,2091,11
"24611",476,2141,6
"24616",476,2196,6
"24620",476,2266,4
"24624",476,2327,8
"24628",476,2381,6
"24636",476,2511,6
"24644",476,2827,10
"24656",476,2932,7
"24669",476,3065,7
"24701",476,3908,8
"25669",502,544,9
"25674",502,579,9
"25682",502,637,8
"25703",502,781,10
"25711",502,844,8
"25715",502,910,9
"25719",502,951,7
"25731",502,1104,6
"25752",502,1486,6
"25756",502,1555,10
"25760",502,1620,8
"25764",502,1718,6
"25768",502,1763,8
"25783",502,1923,9
"25787",502,1966,7
"25793",502,2024,8
"25797",502,2091,10
"25801",502,2141,9
"25806",502,2196,7
"25810",502,2266,7
"25814",502,2327,9
"25818",502,2381,11
"25826",502,2511,7
"25834",502,2827,11
"25846",502,2932,6
"25859",502,3065,6
"25891",502,3908,11
"27526",544,579,4
"27534",544,637,7
"27555",544,781,9
"27563",544,844,7
"27567",544,910,8
"27571",544,951,8
"27583",544,1104,7
"27604",544,1486,13
"27608",544,1555,7
"27612",544,1620,9
"27616",544,1718,7
"27620",544,1763,7
"27635",544,1923,6
"27639",544,1966,8
"27645",544,2024,7
"27649",544,2091,7
"27653",544,2141,10
"27658",544,2196,8
"27662",544,2266,8
"27666",544,2327,10
"27670",544,2381,10
"27678",544,2511,12
"27686",544,2827,8
"27698",544,2932,7
"27711",544,3065,9
"27743",544,3908,8
"28659",579,637,7
"28680",579,781,9
"28688",579,844,7
"28692",579,910,8
"28696",579,951,8
"28708",579,1104,7
"28729",579,1486,11
"28733",579,1555,5
"28737",579,1620,9
"28741",579,1718,9
"28745",579,1763,5
"28760",579,1923,4
"28764",579,1966,10
"28770",579,2024,9
"28774",579,2091,7
"28778",579,2141,8
"28783",579,2196,10
"28787",579,2266,6
"28791",579,2327,8
"28795",579,2381,8
"28803",579,2511,8
"28811",579,2827,6
"28823",579,2932,9
"28836",579,3065,9
"28868",579,3908,8
"30428",637,781,6
"30436",637,844,6
"30440",637,910,9
"30444",637,951,7
"30456",637,1104,8
"30477",637,1486,10
"30481",637,1555,8
"30485",637,1620,6
"30489",637,1718,8
"30493",637,1763,8
"30508",637,1923,11
"30512",637,1966,9
"30518",637,2024,6
"30522",637,2091,6
"30526",637,2141,5
"30531",637,2196,9
"30535",637,2266,9
"30539",637,2327,9
"30543",637,2381,7
"30551",637,2511,11
"30559",637,2827,9
"30571",637,2932,4
"30584",637,3065,6
"30616",637,3908,9
"34720",781,844,4
"34724",781,910,5
"34728",781,951,7
"34740",781,1104,10
"34761",781,1486,6
"34765",781,1555,8
"34769",781,1620,6
"34773",781,1718,10
"34777",781,1763,10
"34792",781,1923,9
"34796",781,1966,7
"34802",781,2024,8
"34806",781,2091,8
"34810",781,2141,7
"34815",781,2196,9
"34819",781,2266,13
"34823",781,2327,7
"34827",781,2381,5
"34835",781,2511,7
"34843",781,2827,5
"34855",781,2932,8
"34868",781,3065,8
"34900",781,3908,7
"36240",844,910,5
"36244",844,951,9
"36256",844,1104,8
"36277",844,1486,6
"36281",844,1555,8
"36285",844,1620,6
"36289",844,1718,8
"36293",844,1763,8
"36308",844,1923,9
"36312",844,1966,9
"36318",844,2024,6
"36322",844,2091,10
"36326",844,2141,9
"36331",844,2196,11
"36335",844,2266,9
"36339",844,2327,9
"36343",844,2381,5
"36351",844,2511,7
"36359",844,2827,9
"36371",844,2932,6
"36384",844,3065,8
"36416",844,3908,5
"36978",910,951,4
"36990",910,1104,13
"37011",910,1486,5
"37015",910,1555,9
"37019",910,1620,9
"37023",910,1718,7
"37027",910,1763,9
"37042",910,1923,6
"37046",910,1966,4
"37052",910,2024,7
"37056",910,2091,9
"37060",910,2141,10
"37065",910,2196,8
"37069",910,2266,8
"37073",910,2327,6
"37077",910,2381,6
"37085",910,2511,6
"37093",910,2827,6
"37105",910,2932,9
"37118",910,3065,11
"37150",910,3908,6
"37708",951,1104,13
"37729",951,1486,9
"37733",951,1555,7
"37737",951,1620,9
"37741",951,1718,5
"37745",951,1763,7
"37760",951,1923,6
"37764",951,1966,6
"37770",951,2024,9
"37774",951,2091,9
"37778",951,2141,10
"37783",951,2196,8
"37787",951,2266,10
"37791",951,2327,4
"37795",951,2381,8
"37803",951,2511,8
"37811",951,2827,8
"37823",951,2932,7
"37836",951,3065,9
"37868",951,3908,8
"39787",1104,1486,8
"39791",1104,1555,6
"39795",1104,1620,4
"39799",1104,1718,8
"39803",1104,1763,8
"39818",1104,1923,9
"39822",1104,1966,11
"39828",1104,2024,8
"39832",1104,2091,10
"39836",1104,2141,7
"39841",1104,2196,7
"39845",1104,2266,7
"39849",1104,2327,11
"39853",1104,2381,11
"39861",1104,2511,11
"39869",1104,2827,11
"39881",1104,2932,8
"39894",1104,3065,8
"39926",1104,3908,9
"43046",1486,1555,10
"43050",1486,1620,6
"43054",1486,1718,8
"43058",1486,1763,8
"43073",1486,1923,9
"43077",1486,1966,5
"43083",1486,2024,6
"43087",1486,2091,10
"43091",1486,2141,9
"43096",1486,2196,9
"43100",1486,2266,9
"43104",1486,2327,9
"43108",1486,2381,7
"43116",1486,2511,5
"43124",1486,2827,9
"43136",1486,2932,10
"43149",1486,3065,10
"43181",1486,3908,7
"43620",1555,1620,6
"43624",1555,1718,4
"43628",1555,1763,4
"43643",1555,1923,5
"43647",1555,1966,11
"43653",1555,2024,10
"43657",1555,2091,8
"43661",1555,2141,11
"43666",1555,2196,11
"43670",1555,2266,9
"43674",1555,2327,7
"43678",1555,2381,11
"43686",1555,2511,11
"43694",1555,2827,9
"43706",1555,2932,10
"43719",1555,3065,10
"43751",1555,3908,9
"44178",1620,1718,6
"44182",1620,1763,8
"44197",1620,1923,11
"44201",1620,1966,9
"44207",1620,2024,8
"44211",1620,2091,12
"44215",1620,2141,7
"44220",1620,2196,7
"44224",1620,2266,11
"44228",1620,2327,9
"44232",1620,2381,9
"44240",1620,2511,11
"44248",1620,2827,11
"44260",1620,2932,6
"44273",1620,3065,10
"44305",1620,3908,5
"44720",1718,1763,4
"44735",1718,1923,7
"44739",1718,1966,7
"44745",1718,2024,8
"44749",1718,2091,10
"44753",1718,2141,13
"44758",1718,2196,9
"44762",1718,2266,9
"44766",1718,2327,9
"44770",1718,2381,13
"44778",1718,2511,11
"44786",1718,2827,13
"44798",1718,2932,8
"44811",1718,3065,10
"44843",1718,3908,9
"45257",1763,1923,5
"45261",1763,1966,9
"45267",1763,2024,6
"45271",1763,2091,8
"45275",1763,2141,13
"45280",1763,2196,13
"45284",1763,2266,9
"45288",1763,2327,11
"45292",1763,2381,11
"45300",1763,2511,9
"45308",1763,2827,11
"45320",1763,2932,10
"45333",1763,3065,8
"45365",1763,3908,9
"47076",1923,1966,6
"47082",1923,2024,7
"47086",1923,2091,9
"47090",1923,2141,12
"47095",1923,2196,10
"47099",1923,2266,8
"47103",1923,2327,8
"47107",1923,2381,10
"47115",1923,2511,8
"47123",1923,2827,6
"47135",1923,2932,11
"47148",1923,3065,9
"47180",1923,3908,8
"47528",1966,2024,5
"47532",1966,2091,9
"47536",1966,2141,10
"47541",1966,2196,8
"47545",1966,2266,10
"47549",1966,2327,10
"47553",1966,2381,10
"47561",1966,2511,8
"47569",1966,2827,6
"47581",1966,2932,9
"47594",1966,3065,9
"47626",1966,3908,8
"48171",2024,2091,8
"48175",2024,2141,11
"48180",2024,2196,11
"48184",2024,2266,9
"48188",2024,2327,13
"48192",2024,2381,9
"48200",2024,2511,11
"48208",2024,2827,9
"48220",2024,2932,6
"48233",2024,3065,6
"48265",2024,3908,7
"48581",2091,2141,7
"48586",2091,2196,9
"48590",2091,2266,7
"48594",2091,2327,7
"48598",2091,2381,7
"48606",2091,2511,9
"48614",2091,2827,5
"48626",2091,2932,8
"48639",2091,3065,8
"48671",2091,3908,11
"48976",2141,2196,4
"48980",2141,2266,6
"48984",2141,2327,6
"48988",2141,2381,4
"48996",2141,2511,6
"49004",2141,2827,6
"49016",2141,2932,7
"49029",2141,3065,7
"49061",2141,3908,8
"49445",2196,2266,6
"49449",2196,2327,6
"49453",2196,2381,8
"49461",2196,2511,8
"49469",2196,2827,8
"49481",2196,2932,7
"49494",2196,3065,9
"49526",2196,3908,8
"49803",2266,2327,8
"49807",2266,2381,8
"49815",2266,2511,6
"49823",2266,2827,8
"49835",2266,2932,9
"49848",2266,3065,7
"49880",2266,3908,10
"50145",2327,2381,4
"50153",2327,2511,6
"50161",2327,2827,6
"50173",2327,2932,7
"50186",2327,3065,11
"50218",2327,3908,6
"50475",2381,2511,4
"50483",2381,2827,6
"50495",2381,2932,7
"50508",2381,3065,9
"50540",2381,3908,4
"51079",2511,2827,6
"51091",2511,2932,11
"51104",2511,3065,7
"51136",2511,3908,8
"51623",2827,2932,9
"51636",2827,3065,7
"51668",2827,3908,8
"52314",2932,3065,6
"52346",2932,3908,5
"52918",3065,3908,11
