"","X1","X14","X4"
"1628",31,46,5
"1632",31,69,4
"1648",31,180,7
"1656",31,222,5
"1664",31,270,7
"1674",31,311,7
"1678",31,330,7
"1682",31,347,7
"1691",31,393,7
"1717",31,542,4
"1725",31,598,6
"1733",31,651,6
"1741",31,697,7
"1754",31,792,7
"1758",31,813,7
"1762",31,875,8
"1774",31,1062,7
"1778",31,1085,7
"1782",31,1119,4
"1786",31,1175,7
"1791",31,1227,9
"1796",31,1378,10
"1804",31,1543,6
"1808",31,1606,6
"1820",31,1797,8
"1839",31,1993,10
"1861",31,2295,9
"1865",31,2340,9
"1869",31,2413,8
"1881",31,2682,6
"1885",31,2844,7
"1893",31,2915,10
"1912",31,3163,6
"1917",31,3358,6
"1921",31,3388,8
"1929",31,3554,12
"1934",31,3757,11
"1940",31,3908,11
"1944",31,4015,9
"2910",46,69,7
"2926",46,180,4
"2934",46,222,4
"2942",46,270,4
"2952",46,311,6
"2956",46,330,6
"2960",46,347,8
"2969",46,393,8
"2995",46,542,5
"3003",46,598,9
"3011",46,651,7
"3019",46,697,8
"3032",46,792,6
"3036",46,813,4
"3040",46,875,7
"3052",46,1062,4
"3056",46,1085,6
"3060",46,1119,9
"3064",46,1175,8
"3069",46,1227,8
"3074",46,1378,7
"3082",46,1543,7
"3086",46,1606,7
"3098",46,1797,11
"3117",46,1993,13
"3139",46,2295,8
"3143",46,2340,4
"3147",46,2413,7
"3159",46,2682,7
"3163",46,2844,8
"3171",46,2915,11
"3190",46,3163,9
"3195",46,3358,7
"3199",46,3388,9
"3207",46,3554,9
"3212",46,3757,8
"3218",46,3908,8
"3222",46,4015,8
"4188",69,180,7
"4196",69,222,7
"4204",69,270,9
"4214",69,311,9
"4218",69,330,7
"4222",69,347,9
"4231",69,393,7
"4257",69,542,8
"4265",69,598,6
"4273",69,651,8
"4281",69,697,9
"4294",69,792,9
"4298",69,813,7
"4302",69,875,8
"4314",69,1062,7
"4318",69,1085,9
"4322",69,1119,6
"4326",69,1175,9
"4331",69,1227,9
"4336",69,1378,8
"4344",69,1543,6
"4348",69,1606,4
"4360",69,1797,6
"4379",69,1993,8
"4401",69,2295,9
"4405",69,2340,7
"4409",69,2413,6
"4421",69,2682,8
"4425",69,2844,9
"4433",69,2915,8
"4452",69,3163,8
"4457",69,3358,10
"4461",69,3388,10
"4469",69,3554,10
"4474",69,3757,11
"4480",69,3908,7
"4484",69,4015,11
"9084",180,222,4
"9092",180,270,8
"9102",180,311,6
"9106",180,330,10
"9110",180,347,10
"9119",180,393,8
"9145",180,542,7
"9153",180,598,9
"9161",180,651,9
"9169",180,697,6
"9182",180,792,6
"9186",180,813,6
"9190",180,875,11
"9202",180,1062,6
"9206",180,1085,6
"9210",180,1119,11
"9214",180,1175,6
"9219",180,1227,10
"9224",180,1378,9
"9232",180,1543,9
"9236",180,1606,9
"9248",180,1797,11
"9267",180,1993,13
"9289",180,2295,6
"9293",180,2340,4
"9297",180,2413,9
"9309",180,2682,9
"9313",180,2844,8
"9321",180,2915,13
"9340",180,3163,11
"9345",180,3358,9
"9349",180,3388,9
"9357",180,3554,9
"9362",180,3757,8
"9368",180,3908,8
"9372",180,4015,10
"11440",222,270,6
"11450",222,311,8
"11454",222,330,6
"11458",222,347,6
"11467",222,393,8
"11493",222,542,5
"11501",222,598,7
"11509",222,651,7
"11517",222,697,8
"11530",222,792,6
"11534",222,813,8
"11538",222,875,9
"11550",222,1062,8
"11554",222,1085,8
"11558",222,1119,7
"11562",222,1175,6
"11567",222,1227,6
"11572",222,1378,9
"11580",222,1543,9
"11584",222,1606,7
"11596",222,1797,13
"11615",222,1993,11
"11637",222,2295,6
"11641",222,2340,8
"11645",222,2413,9
"11657",222,2682,7
"11661",222,2844,8
"11669",222,2915,13
"11688",222,3163,7
"11693",222,3358,7
"11697",222,3388,11
"11705",222,3554,9
"11710",222,3757,10
"11716",222,3908,8
"11720",222,4015,10
"13734",270,311,4
"13738",270,330,4
"13742",270,347,4
"13751",270,393,6
"13777",270,542,5
"13785",270,598,7
"13793",270,651,7
"13801",270,697,10
"13814",270,792,6
"13818",270,813,6
"13822",270,875,7
"13834",270,1062,6
"13838",270,1085,6
"13842",270,1119,7
"13846",270,1175,6
"13851",270,1227,6
"13856",270,1378,7
"13864",270,1543,7
"13868",270,1606,9
"13880",270,1797,7
"13899",270,1993,9
"13921",270,2295,8
"13925",270,2340,6
"13929",270,2413,7
"13941",270,2682,11
"13945",270,2844,6
"13953",270,2915,9
