"","X1","X14","X4"
"3545",59,75,5
"3549",59,104,4
"3587",59,324,10
"3591",59,341,8
"3595",59,361,6
"3599",59,377,7
"3605",59,413,7
"3609",59,436,8
"3613",59,456,9
"3622",59,510,7
"3634",59,579,9
"3638",59,609,7
"3642",59,637,6
"3646",59,664,7
"3650",59,681,6
"3654",59,720,11
"3667",59,802,7
"3671",59,844,10
"3675",59,910,9
"3687",59,1074,5
"3691",59,1104,8
"3705",59,1274,6
"3717",59,1568,8
"3725",59,1730,8
"3743",59,1923,11
"3747",59,1966,9
"3761",59,2141,7
"3770",59,2266,9
"3782",59,2452,8
"3786",59,2511,9
"3790",59,2585,6
"3794",59,2827,7
"3798",59,2857,9
"3811",59,2992,11
"3821",59,3085,6
"3825",59,3271,8
"3830",59,3375,9
"3843",59,3626,9
"3848",59,3832,9
"4803",75,104,5
"4841",75,324,7
"4845",75,341,9
"4849",75,361,7
"4853",75,377,6
"4859",75,413,8
"4863",75,436,11
"4867",75,456,6
"4876",75,510,8
"4888",75,579,4
"4892",75,609,6
"4896",75,637,7
"4900",75,664,8
"4904",75,681,9
"4908",75,720,8
"4921",75,802,6
"4925",75,844,7
"4929",75,910,6
"4941",75,1074,8
"4945",75,1104,9
"4959",75,1274,9
"4971",75,1568,9
"4979",75,1730,7
"4997",75,1923,8
"5001",75,1966,10
"5015",75,2141,6
"5024",75,2266,6
"5036",75,2452,11
"5040",75,2511,6
"5044",75,2585,7
"5048",75,2827,6
"5052",75,2857,8
"5065",75,2992,12
"5075",75,3085,7
"5079",75,3271,7
"5084",75,3375,8
"5097",75,3626,8
"5102",75,3832,10
"6079",104,324,6
"6083",104,341,8
"6087",104,361,4
"6091",104,377,7
"6097",104,413,9
"6101",104,436,8
"6105",104,456,5
"6114",104,510,7
"6126",104,579,9
"6130",104,609,5
"6134",104,637,6
"6138",104,664,7
"6142",104,681,6
"6146",104,720,9
"6159",104,802,7
"6163",104,844,6
"6167",104,910,9
"6179",104,1074,7
"6183",104,1104,6
"6197",104,1274,6
"6209",104,1568,6
"6217",104,1730,6
"6235",104,1923,13
"6239",104,1966,9
"6253",104,2141,7
"6262",104,2266,9
"6274",104,2452,8
"6278",104,2511,9
"6282",104,2585,8
"6286",104,2827,9
"6290",104,2857,9
"6303",104,2992,11
"6313",104,3085,6
"6317",104,3271,8
"6322",104,3375,11
"6335",104,3626,9
"6340",104,3832,7
"17046",324,341,4
"17050",324,361,6
"17054",324,377,7
"17060",324,413,7
"17064",324,436,4
"17068",324,456,5
"17077",324,510,7
"17089",324,579,7
"17093",324,609,7
"17097",324,637,6
"17101",324,664,9
"17105",324,681,10
"17109",324,720,7
"17122",324,802,7
"17126",324,844,4
"17130",324,910,7
"17142",324,1074,9
"17146",324,1104,6
"17160",324,1274,10
"17172",324,1568,8
"17180",324,1730,8
"17198",324,1923,9
"17202",324,1966,9
"17216",324,2141,7
"17225",324,2266,9
"17237",324,2452,6
"17241",324,2511,9
"17245",324,2585,10
"17249",324,2827,9
"17253",324,2857,9
"17266",324,2992,9
"17276",324,3085,8
"17280",324,3271,8
"17285",324,3375,9
"17298",324,3626,11
"17303",324,3832,11
"18120",341,361,4
"18124",341,377,5
"18130",341,413,5
"18134",341,436,6
"18138",341,456,7
"18147",341,510,7
"18159",341,579,7
"18163",341,609,7
"18167",341,637,6
"18171",341,664,9
"18175",341,681,8
"18179",341,720,7
"18192",341,802,11
"18196",341,844,6
"18200",341,910,11
"18212",341,1074,9
"18216",341,1104,4
"18230",341,1274,8
"18242",341,1568,10
"18250",341,1730,10
"18268",341,1923,9
"18272",341,1966,11
"18286",341,2141,5
"18295",341,2266,9
"18307",341,2452,6
"18311",341,2511,7
"18315",341,2585,8
"18319",341,2827,9
"18323",341,2857,9
"18336",341,2992,9
"18346",341,3085,8
"18350",341,3271,8
"18355",341,3375,9
"18368",341,3626,13
"18373",341,3832,11
"19178",361,377,3
"19184",361,413,7
"19188",361,436,8
"19192",361,456,5
"19201",361,510,7
"19213",361,579,7
"19217",361,609,5
"19221",361,637,6
"19225",361,664,9
"19229",361,681,4
"19233",361,720,9
"19246",361,802,9
"19250",361,844,6
"19254",361,910,11
"19266",361,1074,9
"19270",361,1104,6
"19284",361,1274,6
"19296",361,1568,8
"19304",361,1730,10
"19322",361,1923,9
"19326",361,1966,9
"19340",361,2141,7
"19349",361,2266,9
"19361",361,2452,10
"19365",361,2511,7
"19369",361,2585,8
"19373",361,2827,7
"19377",361,2857,5
"19390",361,2992,9
"19400",361,3085,8
"19404",361,3271,10
"19409",361,3375,7
"19422",361,3626,9
"19427",361,3832,9
"20222",377,413,6
"20226",377,436,7
"20230",377,456,6
"20239",377,510,6
"20251",377,579,6
"20255",377,609,6
"20259",377,637,5
"20263",377,664,8
"20267",377,681,7
"20271",377,720,6
"20284",377,802,8
"20288",377,844,7
"20292",377,910,10
"20304",377,1074,8
"20308",377,1104,7
"20322",377,1274,7
"20334",377,1568,9
"20342",377,1730,13
"20360",377,1923,8
"20364",377,1966,10
"20378",377,2141,6
"20387",377,2266,6
"20399",377,2452,11
"20403",377,2511,8
"20407",377,2585,7
"20411",377,2827,8
"20415",377,2857,4
"20428",377,2992,6
"20438",377,3085,11
"20442",377,3271,13
"20447",377,3375,6
"20460",377,3626,8
"20465",377,3832,8
"21753",413,436,5
"21757",413,456,4
"21766",413,510,4
"21778",413,579,10
"21782",413,609,8
"21786",413,637,7
"21790",413,664,4
"21794",413,681,7
"21798",413,720,8
"21811",413,802,10
"21815",413,844,9
"21819",413,910,6
"21831",413,1074,8
"21835",413,1104,9
"21849",413,1274,9
"21861",413,1568,13
"21869",413,1730,11
"21887",413,1923,8
"21891",413,1966,6
"21905",413,2141,4
"21914",413,2266,8
"21926",413,2452,5
"21930",413,2511,6
"21934",413,2585,9
"21938",413,2827,6
"21942",413,2857,8
"21955",413,2992,8
"21965",413,3085,7
"21969",413,3271,9
"21974",413,3375,8
"21987",413,3626,12
"21992",413,3832,8
"22755",436,456,7
"22764",436,510,5
"22776",436,579,11
"22780",436,609,9
"22784",436,637,6
"22788",436,664,7
"22792",436,681,8
"22796",436,720,7
"22809",436,802,7
"22813",436,844,8
"22817",436,910,7
"22829",436,1074,7
"22833",436,1104,8
"22847",436,1274,8
"22859",436,1568,8
"22867",436,1730,10
"22885",436,1923,9
"22889",436,1966,7
"22903",436,2141,9
"22912",436,2266,9
"22924",436,2452,4
"22928",436,2511,11
"22932",436,2585,10
"22936",436,2827,11
"22940",436,2857,9
