"","X1","X14","X4"
"2125",33,1543,7
"2126",33,1555,7
"2130",33,1620,9
"2132",33,1694,11
"2133",33,1704,7
"2135",33,1730,9
"2136",33,1744,9
"2137",33,1759,11
"2138",33,1763,7
"2141",33,1797,9
"2142",33,1799,8
"2144",33,1828,7
"2146",33,1846,11
"2149",33,1875,11
"2150",33,1896,8
"2153",33,1923,8
"2154",33,1947,10
"2157",33,1966,10
"2159",33,1986,10
"2161",33,2006,12
"2165",33,2069,6
"2168",33,2107,6
"2169",33,2118,8
"2171",33,2141,8
"2172",33,2158,8
"2175",33,2192,9
"2176",33,2196,8
"2177",33,2211,7
"2178",33,2230,8
"2179",33,2242,8
"2182",33,2295,8
"2184",33,2327,6
"2185",33,2332,9
"2186",33,2340,4
"2188",33,2381,6
"2189",33,2389,8
"2190",33,2413,7
"2191",33,2418,6
"2192",33,2452,9
"2194",33,2488,6
"2195",33,2498,9
"2197",33,2512,9
"2198",33,2523,8
"2199",33,2535,6
"2200",33,2585,7
"2201",33,2607,7
"2202",33,2682,9
"2203",33,2701,6
"2204",33,2827,8
"2205",33,2835,8
"2208",33,2857,6
"2210",33,2877,8
"2211",33,2880,8
"2212",33,2897,8
"2213",33,2908,13
"2214",33,2915,9
"2215",33,2919,8
"2219",33,2954,10
"2220",33,2984,8
"2225",33,3029,10
"2231",33,3085,7
"2232",33,3134,9
"2234",33,3261,6
"2237",33,3341,8
"2240",33,3375,8
"2241",33,3380,8
"2242",33,3388,11
"2243",33,3415,10
"2245",33,3435,8
"2246",33,3443,8
"2247",33,3486,12
"2248",33,3488,9
"2249",33,3524,10
"2251",33,3570,10
"2253",33,3626,8
"2254",33,3746,8
"2255",33,3757,8
"2263",33,3941,8
"2264",33,3994,12
"2589",44,52,4
"2593",44,74,4
"2594",44,75,7
"2595",44,82,8
"2596",44,93,6
"2598",44,104,4
"2599",44,118,4
"2600",44,120,5
"2601",44,121,4
"2602",44,135,7
"2603",44,137,4
"2604",44,151,8
"2605",44,152,6
"2606",44,162,6
"2607",44,173,4
"2608",44,180,5
"2609",44,181,4
"2610",44,186,4
"2611",44,196,6
"2612",44,203,8
"2613",44,209,9
"2614",44,211,8
"2615",44,220,4
"2616",44,222,7
"2617",44,226,7
"2618",44,237,5
"2624",44,270,7
"2630",44,291,7
"2631",44,300,3
"2634",44,311,9
"2635",44,312,7
"2637",44,325,7
"2640",44,341,8
"2641",44,346,8
"2642",44,347,11
"2643",44,354,9
"2644",44,361,6
"2645",44,365,7
"2648",44,377,7
"2651",44,393,7
"2652",44,402,11
"2654",44,413,9
"2655",44,420,7
"2656",44,421,6
"2657",44,427,9
"2659",44,437,7
"2660",44,442,7
"2661",44,455,11
"2662",44,456,9
"2664",44,467,11
"2669",44,497,11
"2670",44,502,8
"2673",44,514,9
"2674",44,525,7
"2676",44,534,7
"2682",44,574,7
"2683",44,579,9
"2684",44,596,9
"2685",44,598,8
"2687",44,609,9
"2688",44,613,6
"2689",44,626,8
"2690",44,634,7
"2692",44,645,7
"2694",44,661,8
"2695",44,664,9
"2696",44,666,8
"2697",44,678,6
"2698",44,679,9
"2699",44,681,6
"2700",44,696,6
"2701",44,697,7
"2702",44,707,10
"2703",44,720,9
"2704",44,724,8
"2707",44,752,8
"2708",44,754,11
"2709",44,765,9
"2712",44,781,6
"2715",44,794,6
"2717",44,809,4
"2718",44,813,5
"2719",44,824,6
"2720",44,844,4
"2721",44,862,8
"2723",44,881,9
"2725",44,911,6
"2729",44,985,8
"2731",44,1028,7
"2732",44,1030,6
"2733",44,1044,6
"2734",44,1062,5
"2736",44,1074,9
"2737",44,1077,6
"2738",44,1085,7
"2740",44,1104,8
"2741",44,1112,9
"2743",44,1127,9
"2746",44,1175,11
"2747",44,1180,6
"2748",44,1185,9
"2749",44,1203,9
"2751",44,1227,11
"2753",44,1268,9
"2754",44,1274,8
"2755",44,1368,8
"2758",44,1419,9
"2759",44,1437,8
"2760",44,1465,6
"2761",44,1486,8
"2762",44,1492,9
"2763",44,1498,8
"2764",44,1543,8
"2765",44,1555,8
"2769",44,1620,8
"2771",44,1694,8
"2772",44,1704,6
"2774",44,1730,10
"2775",44,1744,8
"2776",44,1759,8
"2777",44,1763,8
"2780",44,1797,8
"2781",44,1799,11
"2783",44,1828,6
"2785",44,1846,8
"2788",44,1875,12
"2789",44,1896,9
"2792",44,1923,11
"2793",44,1947,13
"2796",44,1966,9
"2798",44,1986,13
"2800",44,2006,11
"2804",44,2069,7
"2807",44,2107,9
"2808",44,2118,7
"2810",44,2141,9
"2811",44,2158,7
"2814",44,2192,8
"2815",44,2196,9
"2816",44,2211,8
"2817",44,2230,7
"2818",44,2242,11
"2821",44,2295,11
"2823",44,2327,9
"2824",44,2332,4
"2825",44,2340,5
"2827",44,2381,7
"2828",44,2389,9
"2829",44,2413,6
"2830",44,2418,9
"2831",44,2452,8
"2833",44,2488,7
"2834",44,2498,10
"2836",44,2512,8
"2837",44,2523,11
"2838",44,2535,9
"2839",44,2585,6
"2840",44,2607,4
"2841",44,2682,6
"2842",44,2701,7
"2843",44,2827,11
"2844",44,2835,11
"2847",44,2857,7
"2849",44,2877,9
"2850",44,2880,9
"2851",44,2897,13
"2852",44,2908,8
"2853",44,2915,10
"2854",44,2919,11
"2858",44,2954,9
"2859",44,2984,9
"2864",44,3029,11
"2870",44,3085,6
"2871",44,3134,6
"2873",44,3261,7
"2876",44,3341,9
"2879",44,3375,7
"2880",44,3380,9
"2881",44,3388,6
"2882",44,3415,13
"2884",44,3435,11
"2885",44,3443,11
"2886",44,3486,11
"2887",44,3488,8
"2888",44,3524,11
"2890",44,3570,13
"2892",44,3626,7
"2893",44,3746,11
"2894",44,3757,9
"2902",44,3941,9
"2903",44,3994,11
"3228",52,74,8
"3229",52,75,9
"3230",52,82,4
"3231",52,93,4
"3233",52,104,4
"3234",52,118,4
"3235",52,120,5
"3236",52,121,6
"3237",52,135,7
"3238",52,137,8
"3239",52,151,4
"3240",52,152,4
"3241",52,162,4
"3242",52,173,4
"3243",52,180,3
"3244",52,181,4
"3245",52,186,6
"3246",52,196,4
"3247",52,203,8
"3248",52,209,7
"3249",52,211,8
"3250",52,220,6
"3251",52,222,7
"3252",52,226,7
"3253",52,237,7
"3259",52,270,7
"3265",52,291,9
"3266",52,300,7
"3269",52,311,5
"3270",52,312,5
"3272",52,325,9
"3275",52,341,6
"3276",52,346,8
"3277",52,347,9
"3278",52,354,7
"3279",52,361,8
"3280",52,365,7
"3283",52,377,9
"3286",52,393,11
"3287",52,402,7
"3289",52,413,7
"3290",52,420,5
"3291",52,421,6
"3292",52,427,9
"3294",52,437,7
"3295",52,442,9
"3296",52,455,9
"3297",52,456,9
"3299",52,467,11
"3304",52,497,7
"3305",52,502,6
"3308",52,514,7
"3309",52,525,7
"3311",52,534,7
"3317",52,574,5
"3318",52,579,11
"3319",52,596,5
"3320",52,598,6
"3322",52,609,7
"3323",52,613,6
"3324",52,626,6
"3325",52,634,9
"3327",52,645,9
"3329",52,661,6
"3330",52,664,7
"3331",52,666,8
"3332",52,678,6
"3333",52,679,7
"3334",52,681,8
"3335",52,696,6
"3336",52,697,9
"3337",52,707,10
"3338",52,720,9
"3339",52,724,6
"3342",52,752,6
"3343",52,754,7
"3344",52,765,7
"3347",52,781,6
"3350",52,794,8
"3352",52,809,8
"3353",52,813,7
"3354",52,824,4
"3355",52,844,8
"3356",52,862,6
"3358",52,881,7
"3360",52,911,10
"3364",52,985,10
"3366",52,1028,5
"3367",52,1030,6
"3368",52,1044,4
"3369",52,1062,7
"3371",52,1074,5
"3372",52,1077,4
"3373",52,1085,5
"3375",52,1104,6
"3376",52,1112,7
"3378",52,1127,7
"3381",52,1175,7
"3382",52,1180,6
"3383",52,1185,7
"3384",52,1203,9
"3386",52,1227,11
"3388",52,1268,5
"3389",52,1274,8
"3390",52,1368,6
"3393",52,1419,11
"3394",52,1437,6
"3395",52,1465,8
"3396",52,1486,8
"3397",52,1492,7
"3398",52,1498,10
"3399",52,1543,6
"3400",52,1555,8
"3404",52,1620,4
"3406",52,1694,6
"3407",52,1704,6
"3409",52,1730,8
"3410",52,1744,8
"3411",52,1759,10
"3412",52,1763,10
"3415",52,1797,8
"3416",52,1799,9
"3418",52,1828,6
"3420",52,1846,6
"3423",52,1875,10
"3424",52,1896,9
"3427",52,1923,13
"3428",52,1947,11
"3431",52,1966,9
"3433",52,1986,11
"3435",52,2006,11
"3439",52,2069,7
"3442",52,2107,7
"3443",52,2118,9
"3445",52,2141,7
"3446",52,2158,7
"3449",52,2192,6
"3450",52,2196,5
"3451",52,2211,8
"3452",52,2230,7
"3453",52,2242,9
"3456",52,2295,7
"3458",52,2327,7
"3459",52,2332,6
"3460",52,2340,5
"3462",52,2381,9
"3463",52,2389,7
"3464",52,2413,6
"3465",52,2418,7
"3466",52,2452,4
"3468",52,2488,7
"3469",52,2498,8
"3471",52,2512,8
"3472",52,2523,11
"3473",52,2535,9
"3474",52,2585,8
"3475",52,2607,8
"3476",52,2682,8
"3477",52,2701,9
"3478",52,2827,11
"3479",52,2835,11
"3482",52,2857,11
"3484",52,2877,7
"3485",52,2880,11
"3486",52,2897,9
"3487",52,2908,8
"3488",52,2915,10
"3489",52,2919,9
"3493",52,2954,13
"3494",52,2984,9
"3499",52,3029,11
"3505",52,3085,6
"3506",52,3134,4
"3508",52,3261,7
"3511",52,3341,9
"3514",52,3375,11
"3515",52,3380,5
"3516",52,3388,6
"3517",52,3415,9
"3519",52,3435,11
"3520",52,3443,11
"3521",52,3486,9
"3522",52,3488,8
"3523",52,3524,9
"3525",52,3570,9
"3527",52,3626,11
"3528",52,3746,9
"3529",52,3757,9
"3537",52,3941,9
"3538",52,3994,11
"4487",74,75,3
"4488",74,82,4
"4489",74,93,6
"4491",74,104,4
"4492",74,118,4
"4493",74,120,5
"4494",74,121,4
"4495",74,135,7
"4496",74,137,4
"4497",74,151,8
"4498",74,152,6
"4499",74,162,6
"4500",74,173,8
"4501",74,180,9
"4502",74,181,8
"4503",74,186,4
"4504",74,196,6
"4505",74,203,4
"4506",74,209,7
"4507",74,211,4
"4508",74,220,4
"4509",74,222,5
"4510",74,226,5
"4511",74,237,7
"4517",74,270,7
"4523",74,291,7
"4524",74,300,7
"4527",74,311,11
"4528",74,312,9
"4530",74,325,7
"4533",74,341,8
"4534",74,346,4
"4535",74,347,7
"4536",74,354,7
"4537",74,361,6
"4538",74,365,9
"4541",74,377,7
"4544",74,393,7
"4545",74,402,9
"4547",74,413,11
"4548",74,420,11
"4549",74,421,10
"4550",74,427,9
"4552",74,437,11
"4553",74,442,7
"4554",74,455,9
"4555",74,456,7
"4557",74,467,7
"4562",74,497,11
"4563",74,502,8
"4566",74,514,7
"4567",74,525,9
"4569",74,534,7
"4575",74,574,9
"4576",74,579,5
"4577",74,596,9
"4578",74,598,6
"4580",74,609,9
"4581",74,613,8
"4582",74,626,6
"4583",74,634,5
"4585",74,645,9
"4587",74,661,10
"4588",74,664,9
"4589",74,666,6
"4590",74,678,8
"4591",74,679,11
"4592",74,681,8
"4593",74,696,8
"4594",74,697,9
"4595",74,707,6
"4596",74,720,7
"4597",74,724,8
"4600",74,752,8
"4601",74,754,9
"4602",74,765,11
"4605",74,781,8
"4608",74,794,4
"4610",74,809,6
"4611",74,813,9
"4612",74,824,8
"4613",74,844,4
"4614",74,862,6
"4616",74,881,9
"4618",74,911,6
"4622",74,985,6
"4624",74,1028,9
"4625",74,1030,6
"4626",74,1044,8
"4627",74,1062,7
"4629",74,1074,9
"4630",74,1077,10
"4631",74,1085,11
"4633",74,1104,6
"4634",74,1112,7
"4636",74,1127,9
"4639",74,1175,11
"4640",74,1180,8
"4641",74,1185,11
"4642",74,1203,9
"4644",74,1227,7
"4646",74,1268,11
"4647",74,1274,6
"4648",74,1368,6
"4651",74,1419,7
"4652",74,1437,10
"4653",74,1465,8
"4654",74,1486,6
"4655",74,1492,9
"4656",74,1498,4
"4657",74,1543,8
"4658",74,1555,6
"4662",74,1620,8
"4664",74,1694,8
"4665",74,1704,8
"4667",74,1730,6
"4668",74,1744,6
"4669",74,1759,6
"4670",74,1763,6
"4673",74,1797,10
"4674",74,1799,11
"4676",74,1828,10
"4678",74,1846,10
"4681",74,1875,8
"4682",74,1896,9
"4685",74,1923,9
"4686",74,1947,11
"4689",74,1966,11
"4691",74,1986,9
"4693",74,2006,9
"4697",74,2069,9
"4700",74,2107,9
"4701",74,2118,5
"4703",74,2141,9
"4704",74,2158,7
"4707",74,2192,8
"4708",74,2196,11
"4709",74,2211,8
"4710",74,2230,9
"4711",74,2242,7
"4714",74,2295,11
"4716",74,2327,9
"4717",74,2332,6
"4718",74,2340,9
"4720",74,2381,7
"4721",74,2389,9
"4722",74,2413,8
"4723",74,2418,7
"4724",74,2452,10
"4726",74,2488,9
"4727",74,2498,6
"4729",74,2512,6
"4730",74,2523,7
"4731",74,2535,9
"4732",74,2585,6
"4733",74,2607,6
"4734",74,2682,4
"4735",74,2701,9
"4736",74,2827,9
"4737",74,2835,9
"4740",74,2857,9
"4742",74,2877,13
"4743",74,2880,7
"4744",74,2897,11
"4745",74,2908,8
"4746",74,2915,8
"4747",74,2919,11
"4751",74,2954,7
"4752",74,2984,11
"4757",74,3029,11
"4763",74,3085,8
"4764",74,3134,8
"4766",74,3261,11
"4769",74,3341,11
"4772",74,3375,9
"4773",74,3380,13
"4774",74,3388,10
"4775",74,3415,11
"4777",74,3435,9
"4778",74,3443,9
"4779",74,3486,11
"4780",74,3488,10
"4781",74,3524,11
"4783",74,3570,11
"4785",74,3626,7
"4786",74,3746,11
"4787",74,3757,13
"4795",74,3941,11
"4796",74,3994,9
"4800",75,82,5
"4801",75,93,5
"4803",75,104,5
"4804",75,118,7
"4805",75,120,4
"4806",75,121,5
"4807",75,135,4
"4808",75,137,5
"4809",75,151,7
"4810",75,152,7
"4811",75,162,7
"4812",75,173,7
"4813",75,180,8
"4814",75,181,9
"4815",75,186,7
"4816",75,196,7
"4817",75,203,3
"4818",75,209,4
"4819",75,211,5
"4820",75,220,7
"4821",75,222,4
"4822",75,226,4
"4823",75,237,4
"4829",75,270,6
"4835",75,291,6
"4836",75,300,8
"4839",75,311,8
"4840",75,312,8
"4842",75,325,6
"4845",75,341,9
"4846",75,346,7
"4847",75,347,4
"4848",75,354,6
"4849",75,361,7
"4850",75,365,6
"4853",75,377,6
"4856",75,393,6
"4857",75,402,8
"4859",75,413,8
"4860",75,420,10
"4861",75,421,11
"4862",75,427,6
"4864",75,437,10
"4865",75,442,8
"4866",75,455,6
"4867",75,456,6
"4869",75,467,6
"4874",75,497,8
"4875",75,502,11
"4878",75,514,6
"4879",75,525,6
"4881",75,534,8
"4887",75,574,8
"4888",75,579,4
"4889",75,596,8
"4890",75,598,9
"4892",75,609,6
"4893",75,613,9
"4894",75,626,7
"4895",75,634,6
"4897",75,645,8
"4899",75,661,11
"4900",75,664,8
"4901",75,666,9
"4902",75,678,11
"4903",75,679,8
"4904",75,681,9
"4905",75,696,9
"4906",75,697,8
"4907",75,707,7
"4908",75,720,8
"4909",75,724,9
"4912",75,752,11
"4913",75,754,8
"4914",75,765,8
"4917",75,781,7
"4920",75,794,7
"4922",75,809,7
"4923",75,813,6
"4924",75,824,9
"4925",75,844,7
"4926",75,862,7
"4928",75,881,6
"4930",75,911,7
"4934",75,985,7
"4936",75,1028,8
"4937",75,1030,9
"4938",75,1044,9
"4939",75,1062,8
"4941",75,1074,8
"4942",75,1077,11
"4943",75,1085,8
"4945",75,1104,9
"4946",75,1112,6
"4948",75,1127,6
"4951",75,1175,8
"4952",75,1180,11
"4953",75,1185,8
"4954",75,1203,8
"4956",75,1227,4
"4958",75,1268,10
"4959",75,1274,9
"4960",75,1368,7
"4963",75,1419,4
"4964",75,1437,9
"4965",75,1465,9
"4966",75,1486,7
"4967",75,1492,8
"4968",75,1498,7
"4969",75,1543,7
"4970",75,1555,7
"4974",75,1620,9
"4976",75,1694,9
"4977",75,1704,9
"4979",75,1730,7
"4980",75,1744,9
"4981",75,1759,7
"4982",75,1763,7
"4985",75,1797,11
"4986",75,1799,8
"4988",75,1828,11
"4990",75,1846,13
"4993",75,1875,9
"4994",75,1896,8
"4997",75,1923,8
"4998",75,1947,8
"5001",75,1966,10
"5003",75,1986,8
"5005",75,2006,10
"5009",75,2069,8
"5012",75,2107,6
"5013",75,2118,6
"5015",75,2141,6
"5016",75,2158,6
"5019",75,2192,11
"5020",75,2196,10
"5021",75,2211,9
"5022",75,2230,10
"5023",75,2242,6
"5026",75,2295,8
"5028",75,2327,6
"5029",75,2332,9
"5030",75,2340,8
"5032",75,2381,4
"5033",75,2389,8
"5034",75,2413,7
"5035",75,2418,6
"5036",75,2452,11
"5038",75,2488,8
"5039",75,2498,7
"5041",75,2512,9
"5042",75,2523,4
"5043",75,2535,6
"5044",75,2585,7
"5045",75,2607,7
"5046",75,2682,7
"5047",75,2701,6
"5048",75,2827,6
"5049",75,2835,8
"5052",75,2857,8
"5054",75,2877,10
"5055",75,2880,8
"5056",75,2897,8
"5057",75,2908,11
"5058",75,2915,9
"5059",75,2919,8
"5063",75,2954,8
"5064",75,2984,10
"5069",75,3029,10
"5075",75,3085,7
"5076",75,3134,9
"5078",75,3261,8
"5081",75,3341,8
"5084",75,3375,8
"5085",75,3380,12
"5086",75,3388,13
"5087",75,3415,8
"5089",75,3435,6
"5090",75,3443,8
"5091",75,3486,10
"5092",75,3488,13
"5093",75,3524,10
"5095",75,3570,10
"5097",75,3626,8
"5098",75,3746,10
"5099",75,3757,10
"5107",75,3941,10
"5108",75,3994,10
"5112",82,93,4
"5114",82,104,4
"5115",82,118,4
"5116",82,120,5
"5117",82,121,6
"5118",82,135,7
"5119",82,137,8
"5120",82,151,4
"5121",82,152,4
"5122",82,162,4
"5123",82,173,8
"5124",82,180,7
"5125",82,181,8
"5126",82,186,6
"5127",82,196,4
"5128",82,203,4
"5129",82,209,5
"5130",82,211,4
"5131",82,220,6
"5132",82,222,5
"5133",82,226,5
"5134",82,237,9
"5140",82,270,7
"5146",82,291,9
"5147",82,300,11
"5150",82,311,7
"5151",82,312,7
"5153",82,325,9
"5156",82,341,6
"5157",82,346,4
"5158",82,347,5
"5159",82,354,5
"5160",82,361,8
"5161",82,365,9
"5164",82,377,9
"5167",82,393,11
"5168",82,402,5
"5170",82,413,9
"5171",82,420,9
"5172",82,421,10
"5173",82,427,9
"5175",82,437,11
"5176",82,442,9
"5177",82,455,7
"5178",82,456,7
"5180",82,467,7
"5185",82,497,7
"5186",82,502,6
"5189",82,514,5
"5190",82,525,9
"5192",82,534,7
"5198",82,574,7
"5199",82,579,7
"5200",82,596,5
"5201",82,598,4
"5203",82,609,7
"5204",82,613,8
"5205",82,626,4
"5206",82,634,7
"5208",82,645,11
"5210",82,661,8
"5211",82,664,7
"5212",82,666,6
"5213",82,678,8
"5214",82,679,9
"5215",82,681,10
"5216",82,696,8
"5217",82,697,11
"5218",82,707,6
"5219",82,720,7
"5220",82,724,6
"5223",82,752,6
"5224",82,754,5
"5225",82,765,9
"5228",82,781,8
"5231",82,794,6
"5233",82,809,10
"5234",82,813,11
"5235",82,824,6
"5236",82,844,8
"5237",82,862,4
"5239",82,881,7
"5241",82,911,10
"5245",82,985,8
"5247",82,1028,7
"5248",82,1030,6
"5249",82,1044,6
"5250",82,1062,9
"5252",82,1074,5
"5253",82,1077,8
"5254",82,1085,9
"5256",82,1104,4
"5257",82,1112,5
"5259",82,1127,7
"5262",82,1175,7
"5263",82,1180,8
"5264",82,1185,9
"5265",82,1203,9
"5267",82,1227,7
"5269",82,1268,7
"5270",82,1274,6
"5271",82,1368,4
"5274",82,1419,9
"5275",82,1437,8
"5276",82,1465,10
"5277",82,1486,6
"5278",82,1492,7
"5279",82,1498,6
"5280",82,1543,6
"5281",82,1555,6
"5285",82,1620,4
"5287",82,1694,6
"5288",82,1704,8
"5290",82,1730,4
"5291",82,1744,6
"5292",82,1759,8
"5293",82,1763,8
"5296",82,1797,10
"5297",82,1799,9
"5299",82,1828,10
"5301",82,1846,8
"5304",82,1875,6
"5305",82,1896,9
"5308",82,1923,11
"5309",82,1947,9
"5312",82,1966,11
"5314",82,1986,7
"5316",82,2006,9
"5320",82,2069,9
"5323",82,2107,7
"5324",82,2118,7
"5326",82,2141,7
"5327",82,2158,7
"5330",82,2192,6
"5331",82,2196,7
"5332",82,2211,8
"5333",82,2230,9
"5334",82,2242,5
"5337",82,2295,7
"5339",82,2327,7
"5340",82,2332,8
"5341",82,2340,9
"5343",82,2381,9
"5344",82,2389,7
"5345",82,2413,8
"5346",82,2418,5
"5347",82,2452,6
"5349",82,2488,9
"5350",82,2498,4
"5352",82,2512,6
"5353",82,2523,7
"5354",82,2535,9
"5355",82,2585,8
"5356",82,2607,10
"5357",82,2682,6
"5358",82,2701,11
"5359",82,2827,9
"5360",82,2835,9
"5363",82,2857,13
"5365",82,2877,11
"5366",82,2880,9
"5367",82,2897,7
"5368",82,2908,8
"5369",82,2915,8
"5370",82,2919,9
"5374",82,2954,11
"5375",82,2984,11
"5380",82,3029,11
"5386",82,3085,8
"5387",82,3134,6
"5389",82,3261,11
"5392",82,3341,11
"5395",82,3375,13
"5396",82,3380,9
"5397",82,3388,10
"5398",82,3415,7
"5400",82,3435,9
"5401",82,3443,9
"5402",82,3486,9
"5403",82,3488,10
"5404",82,3524,9
"5406",82,3570,7
